Kvote;LAERESTEDNAVN;Lærested;Opptaksrunde;Poenggrense;POENGGRENSE;Sesong;Studiekode;STUDIEPOENG;STUDIESTED;STUDIUMNAVN;TID;Utdanningsområde og -type *IKKE BRUK*;År;Venteliste
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 822;180;Bergen;Ingeniør, energiteknologi;2025H;TEKNO - INGENIØR;2025;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 956;180;Bergen;Ingeniør, elektroteknologi, Bergen;2025H;TEKNO - INGENIØR;2025;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 002;180;Haugesund;Ingeniør, brannsikkerhet;2025H;TEKNO - INGENIØR;2025;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 034;180;Haugesund;Ingeniør, maskin, Haugesund;2025H;TEKNO - INGENIØR;2025;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 048;180;Haugesund;Ingeniør, elektroteknologi, Haugesund;2025H;TEKNO - INGENIØR;2025;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;49,6;  49.6;H;203 856;180;Sunnfjord;Ingeniør, elektroteknologi, deltid;2025H;TEKNO - INGENIØR;2025;13
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 068;180;Sunnfjord;Ingeniør, elektroteknologi, Førde;2025H;TEKNO - INGENIØR;2025;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;55,8;  55.8;H;203 369;180;Bergen;Økonomi og administrasjon, Bergen;2025H;ØKADM;2025;1453
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 404;180;Haugesund;Økonomi og administrasjon, Haugesund;2025H;ØKADM;2025;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;35,4;  35.4;H;203 368;180;Sogndal;Eiendomsmegling, økonomi og jus;2025H;ØKADM;2025;75
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 515;180;Sogndal;Økonomi og administrasjon, Sogndal;2025H;ØKADM;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 437;180;Volda;Musikk, bachelor;2025H;ESTETISK;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 439;180;Volda;Skuespill og scenekunst;2025H;ESTETISK;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 451;180;Volda;Animasjon;2025H;ESTETISK;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 472;180;Volda;Design, kunst og håndverk, bachelor;2025H;ESTETISK;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 070;180;Volda;Sosialt arbeid, barnevernspedagog;2025H;HELSEFAG - BARNEVER;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 080;180;Volda;Sosialt arbeid, sosionom;2025H;HELSEFAG - SOSIONOM;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 481;180;Volda;Historie, bachelor;2025H;HISTORIE;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 513;180;Volda;Historie, deltid;2025H;HISTORIE;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 902;180;Volda;Religion og kultur;2025H;HISTORIE;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 440;180;Volda;Friluftsliv og naturguide;2025H;IDRETT;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 485;180;Volda;Idrett og kroppsøving, bachelor;2025H;IDRETT;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 130;180;Volda;Barnehagelærer;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 529;180;Volda;Barnehagelærer, deltid;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;37,2;  37.2;H;223 845;180;Volda;Medieproduksjon;2025H;MEDIEFAG;2025;7
ORD;Høgskulen i Volda;HVO;Hovedopptak;48,3;  48.3;H;223 454;180;Volda;Journalistikk;2025H;MEDIEFAG;2025;89
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 453;180;Volda;PR, kommunikasjon og media;2025H;MEDIEFAG;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 891;180;Volda;Språk og litteratur;2025H;SPRÅK;2025;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 452;180;Volda;Samfunnsutvikling;2025H;ØKADM;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 183;180;Hamar;Animasjon og digital kunst;2025H;ESTETISK;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 437;180;Hamar;Musikkformidling;2025H;ESTETISK;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 070;180;Lillehammer;Barnevern;2025H;HELSEFAG - BARNEVER;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 702;180;Hamar;Bioingeniør;2025H;HELSEFAG - BIOING;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;52,7;  52.7;H;209 703;180;Elverum;Fysioterapi;2025H;HELSEFAG - FYSIO;2025;380
ORD;Universitetet i Innlandet;INN;Hovedopptak;43,8;  43.8;H;209 743;180;Elverum;Tannpleie;2025H;HELSEFAG - ODONT;2025;84
ORD;Universitetet i Innlandet;INN;Hovedopptak;42,8;  42.8;H;209 080;180;Lillehammer;Sosialt arbeid;2025H;HELSEFAG - SOSIONOM;2025;105
ORD;Universitetet i Innlandet;INN;Hovedopptak;39,8;  39.8;H;209 052;180;Elverum;Sykepleie, deltid, Elverum;2025H;HELSEFAG - SYKEPL;2025;118
ORD;Universitetet i Innlandet;INN;Hovedopptak;41;  41.0;H;209 050;180;Elverum;Sykepleie, Elverum;2025H;HELSEFAG - SYKEPL;2025;101
ORD;Universitetet i Innlandet;INN;Hovedopptak;42,5;  42.5;H;209 053;180;Kongsvinger;Sykepleie, Kongsvinger;2025H;HELSEFAG - SYKEPL;2025;109
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 051;180;Tynset;Sykepleie, deltid, Tynset;2025H;HELSEFAG - SYKEPL;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;45,3;  45.3;H;209 062;180;Kongsvinger;Vernepleie, deltid, Kongsvinger;2025H;HELSEFAG - VERNEPL;2025;143
ORD;Universitetet i Innlandet;INN;Hovedopptak;47,6;  47.6;H;209 061;180;Lillehammer;Vernepleie, deltid, Lillehammer;2025H;HELSEFAG - VERNEPL;2025;182
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 060;180;Lillehammer;Vernepleie;2025H;HELSEFAG - VERNEPL;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 479;180;Lillehammer;Filosofi, politikk og økonomi;2025H;HISTORIE;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 488;180;Elverum;Idrett - spesialisering i trenerrollen, deltid;2025H;IDRETT;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;-2;Avlyst;H;209 486;180;Elverum;Folkehelsearbeid;2025H;IDRETT;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 489;180;Lillehammer;Idrettsvitenskap- helse og treningsfysiologi;2025H;IDRETT;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;41,5;  41.5;H;209 395;180;Hamar;Kunstig intelligens;2025H;INFOTEKN;2025;32
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 839;180;Hamar;Spillteknologi og simulering;2025H;INFOTEKN;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;56,2;  56.2;H;209 526;180;Lillehammer;Rettsvitenskap;2025H;JUS;2025;890
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 311;180;Hamar;Landbruksteknikk;2025H;LANDOGHAVBRUK;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 320;180;Hamar;Agronomi;2025H;LANDOGHAVBRUK;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 322;180;Stor-Elvdal;Skogbruk;2025H;LANDOGHAVBRUK;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 323;180;Stor-Elvdal;Utmarksforvaltning;2025H;LANDOGHAVBRUK;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 130;180;Hamar;Barnehagelærer;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 131;180;Hamar;Barnehagelærerutdanning- arbeidsplassbasert, deltid;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 132;180;Hamar;Barnehagelærer, samlingsbasert;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;-1;O.i.;H;209 264;180;Lillehammer;Dokumentar- og TV-produksjon ;2025H;MEDIEFAG;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;-1;O.i.;H;209 534;180;Lillehammer;Prosjekt- og prod.ledelse for dokumentar og TV;2025H;MEDIEFAG;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;-1;O.i.;H;209 847;180;Lillehammer;Dokumentar- og TV-regi ;2025H;MEDIEFAG;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 568;180;Lillehammer;Pedagogikk - fleksibelt, deltid;2025H;PEDFAG;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 852;180;Lillehammer;Pedagogikk, bachelor;2025H;PEDFAG;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 853;180;Lillehammer;Spesialpedagogikk;2025H;PEDFAG;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;46,1;  46.1;H;209 876;180;Lillehammer;Psykologi;2025H;SAMFUNN;2025;131
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 872;180;Lillehammer;Internasjonale studier , bachelor;2025H;SAMFUNN;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;48,8;  48.8;H;209 530;180;Åmot;Beredskap og krisehåndtering;2025H;SAMFUNN;2025;176
ORD;Universitetet i Innlandet;INN;Hovedopptak;41,8;  41.8;H;209 035;180;Lillehammer;Økonomi og administrasjon, Lillehammer, bachelor;2025H;ØKADM;2025;72
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 485;180;Lillehammer;Sport Management;2025H;ØKADM;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 525;180;Lillehammer;Organisasjon og ledelse, Lillehammer;2025H;ØKADM;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;54,3;  54.3;H;209 404;180;Åmot;Regnskap og økonomirådgivning, deltid;2025H;ØKADM;2025;479
ORD;Universitetet i Innlandet;INN;Hovedopptak;54,5;  54.5;H;209 515;180;Åmot;Økonomi og administrasjon, deltid;2025H;ØKADM;2025;633
ORD;Universitetet i Innlandet;INN;Hovedopptak;60,8;  60.8;H;209 449;180;Åmot;Økonomi og administrasjon, Rena, bachelor, nettbasert;2025H;ØKADM;2025;693
ORD;Universitetet i Innlandet;INN;Hovedopptak;63,5;  63.5;H;209 171;180;Åmot;Regnskap og økonomirådgivning, nettbasert;2025H;ØKADM;2025;546
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 369;180;Åmot;Økonomi og administrasjon, Rena, bachelor;2025H;ØKADM;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 470;180;Åmot;Serviceledelse og markedsføring;2025H;ØKADM;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 516;180;Åmot;Regnskap og økonomirådgivning;2025H;ØKADM;2025;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 867;180;Åmot;Ledelse og digitalisering;2025H;ØKADM;2025;0
ORD;Lovisenberg diakonale høgskole;LDH;Hovedopptak;53,6;  53.6;H;230 050;180;Oslo;Sykepleie;2025H;HELSEFAG - SYKEPL;2025;1101
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 474;180;Oslo;Freds- og konfliktstudier;2025H;SAMFUNN;2025;0
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 482;180;Oslo;Samfunn, politikk og religion;2025H;SAMFUNN;2025;0
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 930;180;Oslo;Globalisering og sosial bærekraft;2025H;SAMFUNN;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 480;180;Bergen;Teologi, Bergen, bachelor;2025H;HISTORIE;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;-2;Avlyst;H;254 546;180;Kristiansand;Teologi, Kristiansand, bachelor;2025H;HISTORIE;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;-2;Avlyst;H;254 545;180;Oslo;Teologi, Oslo, bachelor;2025H;HISTORIE;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 552;180;Trondheim;Teologi, Trondheim, bachelor;2025H;HISTORIE;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 440;180;Bergen;Idrettsvitenskap, bachelor;2025H;IDRETT;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 130;180;Bergen;Barnehagelærer;2025H;LÆRER - BHGLÆRER;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 529;180;Bergen;Barnehagelærer, deltid, Bergen;2025H;LÆRER - BHGLÆRER;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 131;180;Oslo;Barnehagelærer, deltid, Oslo;2025H;LÆRER - BHGLÆRER;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 454;180;Kristiansand;Journalistikk, bachelor;2025H;MEDIEFAG;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 852;180;Bergen;Pedagogikk, bachelor;2025H;PEDFAG;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 853;180;Bergen;Spesialpedagogikk;2025H;PEDFAG;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 879;180;Bergen;Interkulturell kompetanse, Bergen, bachelor;2025H;SAMFUNN;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 877;180;Kristiansand;Interkulturell kompetanse, Kristiansand, bachelor, nettbasert;2025H;SAMFUNN;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;-2;Avlyst;H;254 872;180;Kristiansand;Interkulturell kompetanse, Kristiansand, bachelor;2025H;SAMFUNN;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;45,6;  45.6;H;254 359;180;Bergen;Innovasjon, markedsføring og ledelse, Bergen;2025H;ØKADM;2025;302
ORD;NLA Høgskolen;NLA;Hovedopptak;48,4;  48.4;H;254 515;180;Bergen;Økonomi og administrasjon, Bergen;2025H;ØKADM;2025;436
ORD;NLA Høgskolen;NLA;Hovedopptak;30,4;  30.4;H;254 035;180;Kristiansand;Økonomi og administrasjon, Kristiansand;2025H;ØKADM;2025;5
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 525;180;Kristiansand;Innovasjon, markedsføring og ledelse, Kristiansand;2025H;ØKADM;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;37,9;  37.9;H;254 895;180;Oslo;Innovasjon, markedsføring og ledelse, Oslo;2025H;ØKADM;2025;154
ORD;NLA Høgskolen;NLA;Hovedopptak;39,5;  39.5;H;254 470;180;Oslo;Økonomi og administrasjon, Oslo;2025H;ØKADM;2025;242
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 369;180;Stavanger;Økonomi og administrasjon, Stavanger;2025H;ØKADM;2025;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 591;180;Stavanger;Innovasjon, markedsføring og ledelse, Stavanger;2025H;ØKADM;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 504;180;Ås;Dyrepleie;2025H;HELSEFAG - VETERIN;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 321;180;Ås;Husdyrvitenskap;2025H;LANDOGHAVBRUK;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 842;180;Ås;Plantevitenskap;2025H;LANDOGHAVBRUK;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;45,8;  45.8;H;192 322;180;Ås;Skogfag;2025H;REALFAG;2025;28
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;50,5;  50.5;H;192 299;180;Ås;Bioteknologi;2025H;REALFAG;2025;21
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 203;180;Ås;Mat, teknologi og helse;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 298;180;Ås;Akvakultur;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 315;180;Ås;Radioaktivitet og miljø;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 327;180;Ås;Biologi;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 332;180;Ås;Kjemi;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 377;180;Ås;Miljøvitenskap;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 388;180;Ås;Økologi og naturforvaltning;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 857;180;Ås;Energi- og miljøfysikk;2025H;REALFAG;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;53,2;  53.2;H;192 310;180;Ås;Landskapsingeniør;2025H;SAMFUNN;2025;86
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 484;180;Ås;Internasjonale miljø- og utviklingsstudier;2025H;SAMFUNN;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 835;180;Ås;Fornybar energi;2025H;SAMFUNN;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 406;180;Ås;Geomatikk;2025H;TEKNO - ANNET;2025;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;38,8;  38.8;H;192 591;180;Ås;Økonomi, ledelse og IT;2025H;ØKADM;2025;5
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;47,5;  47.5;H;192 468;180;Ås;Samfunnsøkonomi;2025H;ØKADM;2025;120
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;49,5;  49.5;H;192 369;180;Ås;Økonomi og administrasjon;2025H;ØKADM;2025;339
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 430;180;Levanger;CG Art og animasjon;2025H;ESTETISK;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 437;180;Levanger;Musikk, bachelor;2025H;ESTETISK;2025;0
ORD;Nord universitet;NORD;Hovedopptak;56,2;  56.2;H;204 554;180;Bodø;Paramedisin, deltid;2025H;HELSEFAG - ANNET;2025;52
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 070;180;Bodø;Barnevern;2025H;HELSEFAG - BARNEVER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 747;180;Namsos;Farmasi, deltid;2025H;HELSEFAG - RESEPTAR;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 080;180;Bodø;Sosialt arbeid, Bodø;2025H;HELSEFAG - SOSIONOM;2025;0
ORD;Nord universitet;NORD;Hovedopptak;39,9;  39.9;H;204 576;180;Levanger;Sosialt arbeid, Levanger;2025H;HELSEFAG - SOSIONOM;2025;20
ORD;Nord universitet;NORD;Hovedopptak;36,3;  36.3;H;204 050;180;Bodø;Sykepleie, Bodø;2025H;HELSEFAG - SYKEPL;2025;32
ORD;Nord universitet;NORD;Hovedopptak;45,4;  45.4;H;204 056;180;Levanger;Sykepleie, Levanger;2025H;HELSEFAG - SYKEPL;2025;206
ORD;Nord universitet;NORD;Hovedopptak;44,4;  44.4;H;204 054;180;Mo i Rana;Sykepleie, deltid, Mo i Rana;2025H;HELSEFAG - SYKEPL;2025;24
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 055;180;Mo i Rana;Sykepleie, Mo i Rana;2025H;HELSEFAG - SYKEPL;2025;0
ORD;Nord universitet;NORD;Hovedopptak;49,5;  49.5;H;204 051;180;Namsos;Sykepleie, deltid, Namsos;2025H;HELSEFAG - SYKEPL;2025;69
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 058;180;Namsos;Sykepleie, Namsos;2025H;HELSEFAG - SYKEPL;2025;0
ORD;Nord universitet;NORD;Hovedopptak;58,5;  58.5;H;204 057;180;Orkland;Sykepleie, deltid, Orkland;2025H;HELSEFAG - SYKEPL;2025;122
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 053;180;Vesterålen;Sykepleie, deltid, Vesterålen;2025H;HELSEFAG - SYKEPL;2025;0
ORD;Nord universitet;NORD;Hovedopptak;37,5;  37.5;H;204 796;180;Bodø;Vernepleie, Bodø;2025H;HELSEFAG - VERNEPL;2025;19
ORD;Nord universitet;NORD;Hovedopptak;38,8;  38.8;H;204 060;180;Namsos;Vernepleie, Namsos;2025H;HELSEFAG - VERNEPL;2025;20
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 427;180;Bodø;Animal Science;2025H;HELSEFAG - VETERIN;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 504;180;Bodø;Dyrepleie;2025H;HELSEFAG - VETERIN;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 952;180;Bodø;Trening, helse og prestasjon;2025H;IDRETT;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 488;180;Levanger;Idrettsvitenskap;2025H;IDRETT;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 867;180;Bodø;Havbruksdrift og ledelse;2025H;LANDOGHAVBRUK;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 321;180;Steinkjer;Husdyrvitenskap;2025H;LANDOGHAVBRUK;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 322;180;Steinkjer;Skogfag, bachelor;2025H;LANDOGHAVBRUK;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 388;180;Steinkjer;Naturforvaltning, bachelor;2025H;LANDOGHAVBRUK;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 135;180;Bodø;Barnehagelærer, deltid, Bodø;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 529;180;Levanger;Barnehagelærer, deltid, Levanger;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 570;180;Midtre Gauldal;Barnehagelærer, deltid, Støren;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 132;180;Nesna;Barnehagelærer, deltid, Nesna;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 130;180;Vesterålen;Barnehagelærer, deltid, Vesterålen;2025H;LÆRER - BHGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 105;180;Bodø;Yrkesfaglærer i salg, service og reiseliv;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 109;180;Bodø;Yrkesfaglærer, bygg- og anleggsteknikk;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 123;180;Bodø;Yrkesfaglærer, helse- og oppvekstfag;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 124;180;Bodø;Yrkesfaglærer, restaurant- og matfag;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 127;180;Bodø;Yrkesfaglærer i elektro- og datateknologi;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 129;180;Bodø;Yrkesfaglærer i teknologi- og industrifag;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 231;180;Bodø;Yrkesfaglærer, informasjonsteknologi og medieprod.;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 581;180;Bodø;Yrkesfaglærer, naturbruk;2025H;LÆRER - FAGLÆRER;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 454;180;Bodø;Journalistikk;2025H;MEDIEFAG;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 089;180;Levanger;Film- og TV-produksjon;2025H;MEDIEFAG;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 673;180;Levanger;Spill- og opplevelsesteknologi;2025H;MEDIEFAG;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 327;180;Bodø;Biologi, bachelor;2025H;REALFAG;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 872;180;Bodø;Internasjonale relasjoner, bachelor;2025H;SAMFUNN;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 880;180;Bodø;Sosiologi og samfunnsanalyse;2025H;SAMFUNN;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 438;180;Levanger;Geografi og samfunnsplanlegging;2025H;SAMFUNN;2025;0
ORD;Nord universitet;NORD;Hovedopptak;28,5;  28.5;H;204 368;180;Bodø;Eiendomsmegling og markedsanalyser;2025H;ØKADM;2025;1
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 342;180;Bodø;Økonomi og administrasjon, Bodø, bachelor;2025H;ØKADM;2025;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 473;180;Bodø;Markedsføring og ledelse;2025H;ØKADM;2025;0
